GeneID	Length	X1h.m1.t.sort.bam	X1h.m1.u.sort.bam	X1h.m2.t.sort.bam	X1h.m2.u.sort.bam	X1h.m3.t.sort.bam	X1h.m3.u.sort.bam	X6h.m1.t.sort.bam	X6h.m1.u.sort.bam	X6h.m2.t.sort.bam	X6h.m2.u.sort.bam	X6h.m3.t.sort.bam	X6h.m3.u.sort.bam
Fut9	11990	0	0	0	0	0	0	0	0	0	0	0	0
Manea	4628	135	97	130	125	184	89	219	78	128	124	136	156
4930548K13Rik	561	0	0	0	0	0	0	0	0	0	0	0	0
Epha7	7967	1	0	1	1	2	1	0	0	0	0	0	2
4930556G01Rik	891	0	0	0	0	0	0	0	0	0	0	0	0
Map3k7	5763	322	254	404	308	363	299	659	194	398	236	455	371
D130062J21Rik	2744	1	0	1	0	5	3	7	2	2	4	5	4
Gm20066	1924	0	0	2	0	6	0	0	0	4	0	2	0
Bach2	8493	15	8	21	14	28	20	14	6	19	36	4	22
BC024582	1661	17	0	21	1	0	0	8	0	4	0	2	1
Gja10	1518	0	0	0	0	0	0	0	0	0	0	0	0
Casp8ap2	6804	144	111	233	156	191	154	195	67	216	123	146	173
Mdn1	17959	646	620	653	507	681	567	1369	436	1074	646	858	935
Lyrm2	1344	57	54	84	53	66	42	50	33	89	46	75	64
Ankrd6	4817	0	0	0	0	3	0	0	0	0	0	0	0
Rragd	5047	96	53	110	65	64	45	159	50	152	81	97	93
4933421O10Rik	3850	18	14	18	9	20	17	29	7	22	21	15	19
Ube2j1	3522	240	231	308	242	354	227	565	187	332	186	348	284
Gabrr2	1820	0	2	2	1	2	1	0	0	0	0	0	0
Gabrr1	2251	0	0	0	0	0	0	0	0	0	0	0	0
Pm20d2	5578	0	0	0	0	0	0	0	0	0	0	0	0
Srsf12	2939	0	0	0	0	0	0	0	0	0	0	0	0
Pnrc1	1925	122	119	222	215	208	160	297	83	328	149	204	197
Rngtt	4153	135	129	207	179	214	138	232	102	212	144	228	173
Cnr1	5807	0	0	0	0	0	0	0	0	0	0	0	0
Spaca1	1073	1	1	0	1	0	1	0	0	1	0	0	0
LOC636187	483	0	0	0	0	0	0	0	0	0	0	0	0
Akirin2	1719	66	83	124	105	145	109	241	47	154	80	80	155
Orc3	6313	186	154	274	186	227	195	314	146	352	224	275	255
Rars2	1867	71	51	81	84	101	72	131	54	144	74	106	98
Slc35a1	2039	66	46	85	48	74	68	98	42	131	53	94	75
1700003M02Rik	1716	0	0	0	0	0	0	0	0	0	0	0	0
Gm136	1303	0	0	0	0	0	0	0	0	1	0	0	0
1810030N24Rik	927	23	13	25	12	18	19	0	19	45	21	38	24
Zfp292	9977	322	319	575	513	646	453	567	201	634	341	531	493
Cga	691	0	0	0	0	0	0	0	0	0	0	0	0
2410114N07Rik	951	0	0	0	0	0	0	0	0	0	0	0	0
Mob3b	6030	170	164	159	149	246	183	244	99	222	159	185	210
Ifnk	820	0	0	0	0	0	0	0	1	0	0	0	0
3110043O21Rik	3198	407	409	627	492	546	427	598	228	738	379	613	567
Gm12367	1011	0	0	0	0	1	0	0	0	1	0	0	1
Lingo2	5067	0	0	0	0	0	0	0	0	0	0	0	0
Mir876	81	0	0	0	0	0	0	0	0	0	0	0	0
Mir873	77	0	0	0	0	0	0	0	0	0	0	0	0
Gm12371	1087	0	0	0	0	0	0	0	0	0	0	0	0
1700009N14Rik	1264	0	0	0	0	0	0	0	0	0	0	0	0
Aco1	4319	262	275	360	290	316	260	456	165	354	189	244	278
Ddx58	4943	612	568	923	830	606	566	668	383	973	616	851	832
Topors	3842	144	134	208	178	202	133	238	94	220	147	185	189
2010003O02Rik	325	2	2	3	3	3	4	18	3	4	4	6	3
Ndufb6	534	116	100	121	68	100	102	197	81	159	98	200	117
4930509K18Rik	1810	0	0	0	0	0	0	0	0	0	0	1	0
Tmem215	3226	0	0	0	0	0	0	0	0	0	0	0	0
4933428C19Rik	818	0	0	0	0	0	0	0	0	0	0	0	0
Aptx	5740	60	57	100	75	89	59	99	47	115	36	66	92
Gm6297	2159	0	2	5	1	3	4	8	0	8	0	1	1
Dnaja1	5792	764	906	1345	1340	1160	1015	1231	450	1008	628	1086	969
Mir207	79	0	0	0	0	0	0	0	0	0	0	0	0
Smu1	3273	220	198	332	253	257	230	354	156	313	165	293	293
B4galt1	3976	810	616	1107	764	802	644	971	308	709	406	566	546
Mir5123	83	3	4	3	3	2	3	20	4	3	0	0	8
Spink4	393	0	0	0	0	0	0	0	0	0	0	0	0
Bag1	1349	307	278	368	354	308	288	507	195	448	280	404	362
Chmp5	1372	277	267	441	323	378	295	460	183	380	270	408	352
Nfx1	4556	283	263	364	294	393	277	353	155	335	225	276	381
Mir3094	64	1	0	0	0	0	0	0	1	0	0	0	0
Aqp7	2524	0	0	1	0	0	0	0	0	0	0	0	0
Aqp3	1763	0	7	0	3	0	1	0	0	0	0	2	0
Nol6	4483	153	140	174	123	150	128	260	90	152	126	158	164
Ube2r2	3312	215	208	309	265	280	213	359	155	274	196	258	313
Ubap2	4369	254	199	287	203	253	201	450	129	308	169	189	218
Dcaf12	3454	196	200	251	258	236	192	278	154	340	225	227	295
Ubap1	2697	199	204	330	306	274	256	443	154	432	227	263	312
Kif24	5598	9	8	22	7	9	11	10	2	6	3	3	5
Nudt2	848	30	22	17	24	40	28	15	17	39	22	40	40
AI464131	4175	0	0	5	0	1	2	0	1	1	0	0	0
LOC100862160	650	0	1	0	0	0	0	0	0	0	0	0	0
1110017D15Rik	1290	3	0	4	1	2	5	0	1	4	3	5	3
1700066J24Rik	708	0	0	0	0	0	0	0	0	0	0	0	0
2310028H24Rik	2109	114	99	171	118	123	125	180	56	278	119	178	182
Dnaic1	2491	0	0	0	0	0	0	0	0	0	0	0	0
Enho	1247	0	0	0	0	0	0	0	0	0	0	0	0
Cntfr	2267	0	0	0	0	0	1	0	0	0	0	0	0
2810432D09Rik	839	16	20	20	28	19	20	27	20	37	9	21	9
Dctn3	966	138	116	171	134	155	129	209	67	135	99	156	148
Arid3c	1751	0	0	0	0	0	0	0	0	0	0	0	0
Sigmar1	1591	118	96	102	74	89	95	122	71	110	64	85	85
Galt	2000	38	33	53	39	47	31	74	34	26	24	29	34
Il11ra1	1961	148	224	211	209	250	247	338	132	293	137	295	223
Ccl27a	1471	0	0	0	0	0	0	0	0	0	0	0	0
Gm12407	429	0	0	0	0	0	0	0	0	0	0	0	0
LOC100861610	6399	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862170	974	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862177	878	0	0	0	0	0	0	0	0	0	0	0	0
LOC100861618	495	0	0	0	0	0	0	0	0	0	0	0	0
LOC100041579	375	0	0	0	0	0	0	0	0	0	0	0	0
LOC100043920	4068	0	0	0	0	0	0	0	0	0	0	0	0
LOC100041549	1870	0	0	0	0	0	0	0	0	0	0	0	0
LOC100861635	3613	1	0	0	0	0	0	0	0	0	0	0	0
LOC100861647	429	0	0	0	0	0	0	0	0	0	0	0	0
Gm3893	3558	0	0	0	0	0	0	0	0	0	0	0	0
Gm13304	867	0	0	0	0	0	0	0	0	0	0	0	0
Gm2457	495	0	0	0	0	0	0	0	0	0	0	0	0
Gm13306	1044	0	0	0	0	1	0	0	0	0	0	0	0
Gm20198	1171	0	0	0	2	0	0	0	0	3	0	0	0
Gm13305	1953	12	25	18	37	23	13	61	4	30	17	41	21
LOC100862228	974	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862237	974	0	0	0	0	0	0	0	0	0	0	0	0
Ccl21b	831	0	0	0	0	0	0	0	0	0	0	0	0
Gm13308	412	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862261	4068	0	0	0	0	0	0	0	0	0	0	0	0
LOC100861661	1864	0	0	0	0	0	0	0	0	0	0	0	0
LOC100861670	1416	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862247	375	0	0	0	0	0	0	0	0	0	0	1	0
Gm3883	3613	1	0	0	0	0	0	0	0	0	0	0	0
Gm13303	1870	0	0	0	0	0	0	0	0	0	0	0	0
Gm13298	4130	0	0	0	0	0	0	0	0	0	0	0	0
Gm2163	4897	0	0	0	0	0	0	0	0	0	0	0	0
Gm10591	867	0	0	0	0	0	0	0	0	0	0	0	0
Gm2564	495	0	0	0	0	0	0	0	0	0	0	0	0
Ccl27b	1044	0	0	0	0	1	0	0	0	0	0	0	0
Gm20210	1171	0	0	1	1	0	0	0	0	6	0	0	0
Il11ra2	2680	15	25	20	31	22	23	62	5	28	18	43	22
1700045I11Rik	485	0	0	0	0	0	0	0	0	0	0	0	0
LOC100861715	3192	0	0	0	0	0	0	0	0	0	0	0	0
Ccl19	720	0	0	0	0	0	0	0	0	0	0	0	0
Ccl21a	868	0	0	0	0	0	0	0	0	0	0	0	0
Gm10931	2385	0	0	0	0	0	0	0	0	0	0	0	0
LOC100861727	3834	0	0	0	0	0	0	0	0	0	0	0	0
BC049635	1656	0	0	0	0	0	0	0	0	0	0	0	0
N28178	3393	0	0	0	2	1	0	0	0	0	3	0	1
Dnajb5	2309	22	23	32	30	34	30	57	13	40	24	35	32
1700022I11Rik	3726	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862318	717	0	0	0	0	0	0	8	1	0	0	1	0
Vcp	3315	1292	1399	1619	1620	1588	1378	2299	892	1813	1081	1734	1563
Fancg	2727	43	25	58	53	39	30	59	30	85	37	33	43
Pigo	4236	38	42	85	50	54	46	87	31	65	45	47	50
Stoml2	1548	84	65	146	125	83	83	125	89	112	75	138	122
B230312A22Rik	3495	338	299	490	335	380	306	518	177	444	208	345	351
Unc13b	6391	2	0	6	2	7	1	5	12	3	2	2	6
Atp8b5	4474	0	0	1	0	0	0	0	0	0	0	2	0
Rusc2	5402	317	371	405	445	529	378	661	210	568	330	381	574
Fam166b	1348	0	0	0	0	0	0	0	0	0	0	0	0
Tesk1	3620	93	98	97	97	98	69	118	44	122	65	73	91
Cd72	1503	34	24	45	38	53	35	57	38	48	22	22	18
Sit1	1201	0	0	1	0	0	3	0	0	3	0	1	0
Rmrp	275	2035	4696	1699	4401	3670	2199	11546	6415	7989	4889	9249	6421
Ccdc107	814	30	28	25	34	25	19	18	25	51	13	28	25
E130306D19Rik	1624	0	2	1	0	1	0	0	0	2	4	1	2
Gm12454	978	3	6	1	4	4	4	0	0	2	0	3	0
Car9	1959	12	9	11	11	12	8	18	9	17	7	6	7
Tpm2	2098	2	2	7	5	6	11	10	5	3	9	3	7
Tln1	8560	2859	2925	3623	3469	3917	3163	4806	1929	4070	2577	3112	3425
Creb3	1582	129	126	253	194	132	119	235	102	149	125	149	154
Gba2	3535	59	45	65	45	48	30	44	27	38	34	44	38
Rgp1	5868	136	113	158	108	169	93	115	81	170	101	145	139
Msmp	743	0	0	0	0	0	1	0	0	0	0	0	0
Npr2	3660	0	1	1	1	1	0	0	4	0	0	0	2
Spag8	1247	0	3	0	1	3	1	0	0	0	0	0	0
Hint2	591	15	22	23	14	14	10	25	11	20	16	15	11
4930412F15Rik	1763	0	0	0	0	1	0	0	0	0	0	0	0
Tmem8b	4775	0	1	0	1	2	5	7	2	2	0	0	0
Olfr70	2352	0	0	0	0	0	0	0	0	0	0	0	0
Olfr71	939	0	0	0	0	0	0	0	0	0	0	0	0
Hrct1	913	0	0	0	0	0	0	0	0	0	0	0	0
5430416O09Rik	4086	0	0	0	0	0	0	0	0	0	0	0	0
A630077J23Rik	957	0	0	0	0	0	0	0	0	0	0	0	0
Olfr159	960	0	0	0	0	0	0	0	0	0	0	0	0
Olfr29-ps1	963	0	0	0	0	0	0	0	0	0	0	0	0
Olfr156	1099	0	0	0	0	0	0	0	0	0	0	0	0
Olfr157	1766	0	0	0	0	0	0	0	0	0	0	0	0
Olfr155	1172	0	0	0	0	0	0	0	0	0	0	0	0
Reck	4433	2	0	3	2	5	3	9	0	3	1	3	2
Glipr2	2019	118	65	236	162	100	93	33	12	72	31	54	61
Ccin	2030	0	0	2	0	0	0	0	0	0	0	0	0
Clta	1170	324	405	422	373	342	324	704	339	723	358	561	552
Gne	5696	33	32	31	34	48	22	46	31	50	15	35	44
Gm12504	2231	0	0	0	0	0	0	0	0	0	0	0	0
Rnf38	5180	178	165	256	175	224	162	303	104	268	141	209	219
Mir5106	73	1	3	0	4	3	0	0	1	6	4	2	1
Melk	2914	11	7	16	6	7	7	8	3	14	5	10	8
Gm19980	1538	0	5	7	4	9	2	2	2	24	2	8	5
Pax5	1208	0	5	7	3	5	2	15	7	11	10	6	9
Mir5120	78	0	0	1	0	1	0	0	0	0	0	0	0
Gm12462	3058	0	0	0	0	0	0	0	0	0	0	0	0
Zcchc7	2524	121	82	117	104	122	86	158	74	139	79	120	141
Grhpr	1226	18	14	34	23	30	21	46	15	27	20	20	22
Zbtb5	5606	40	40	99	99	72	64	82	37	103	37	64	80
1700055D18Rik	1578	1	2	6	7	6	5	0	2	4	9	4	5
Polr1e	2944	19	30	27	23	20	22	35	10	54	18	16	31
Fbxo10	4634	33	17	51	31	36	25	23	5	35	17	18	18
Tomm5	687	78	67	123	86	93	85	133	80	146	56	144	88
Frmpd1	4812	0	0	0	0	0	0	0	0	0	0	0	1
2900093L17Rik	415	0	0	0	0	0	0	0	0	0	0	0	0
Rg9mtd3	2023	33	30	47	25	32	11	41	12	34	19	48	43
Exosc3	1035	27	28	54	60	52	37	98	24	120	72	67	63
Dcaf10	7213	121	104	158	104	143	113	227	79	159	114	126	138
Mcart1	4438	278	154	305	236	308	153	264	163	318	174	212	196
Shb	2744	4	7	7	11	4	4	0	4	6	4	6	15
Gm12408	996	0	0	0	0	0	0	0	0	0	0	0	0
Gm829	1090	0	0	0	0	0	0	0	0	0	0	0	0
Gm12409	646	0	0	0	0	0	0	0	0	0	0	0	0
Aldh1b1	2302	36	22	42	42	35	20	36	18	38	19	29	18
Igfbpl1	2729	0	0	0	0	0	0	0	0	0	0	0	0
1300002K09Rik	3606	431	296	605	404	455	296	525	242	603	341	434	538
E230008N13Rik	5081	5	0	0	1	2	0	0	1	2	0	5	3
Tdrd7	3526	334	252	414	401	361	312	483	171	457	299	399	459
Tmod1	2871	75	15	60	23	16	12	4	10	29	12	21	18
Tstd2	3726	146	103	205	160	182	123	234	97	211	148	180	161
Ncbp1	3112	208	171	263	203	207	160	222	97	276	120	184	191
Xpa	955	24	20	39	43	42	24	85	19	50	24	42	41
Foxe1	1116	0	0	0	0	0	0	0	0	0	0	0	0
5830415F09Rik	1558	13	12	13	12	16	13	29	4	19	19	25	17
Hemgn	2310	0	0	0	0	0	0	0	0	0	0	0	0
Anp32b	1367	426	428	566	455	600	451	860	373	592	312	666	586
Gm19568	845	1	4	8	3	6	4	17	3	14	3	7	4
Nans	1904	141	174	118	157	161	134	288	106	149	84	155	136
Trim14	1432	48	50	61	77	45	53	90	43	91	58	102	83
Coro2a	4114	209	151	376	214	255	201	184	138	224	173	175	228
Tbc1d2	4305	170	246	210	217	245	196	402	133	318	154	243	198
Gabbr2	3998	0	4	0	0	0	0	0	0	0	0	0	0
Anks6	3552	0	0	3	0	5	1	0	0	0	1	1	0
Galnt12	2216	0	0	3	3	1	1	4	0	0	0	0	1
Col15a1	5319	31	2	25	10	4	9	9	7	17	8	5	9
Tgfbr1	5666	518	393	604	360	411	378	781	208	606	362	506	469
Alg2	3055	108	80	122	99	128	70	127	59	129	96	92	114
Sec61b	552	92	83	97	67	105	87	279	106	136	94	151	114
Nr4a3	1884	2	6	11	5	5	9	14	2	8	1	2	3
Stx17	5777	101	100	137	94	121	70	216	65	138	66	100	123
Erp44	2647	303	295	365	320	352	276	672	229	445	271	390	387
Mir1958	97	1	0	1	0	0	0	0	0	0	0	1	1
Invs	5632	87	55	110	62	79	61	122	36	111	50	76	74
Gm19579	659	115	114	166	126	128	124	284	96	209	138	221	193
Tex10	3203	148	159	242	159	165	130	230	81	243	149	182	207
5730528L13Rik	1841	61	43	69	57	87	68	33	20	125	40	66	84
Tmeff1	2442	51	83	96	70	141	94	42	38	114	68	69	69
LOC100861629	540	0	0	0	0	0	0	0	0	0	0	0	0
Murc	2044	3	2	14	3	11	4	0	5	5	3	8	4
E130309F12Rik	3762	0	0	0	0	0	0	0	0	0	0	0	0
Acnat2	1659	0	0	0	0	0	0	0	0	0	0	0	0
Acnat1	5048	0	0	0	0	0	0	0	0	0	0	0	0
Baat	1946	0	0	2	0	0	0	0	1	0	0	0	0
Mrpl50	2103	80	86	88	81	83	69	142	46	118	70	84	86
Zfp189	2993	29	29	52	30	36	37	52	6	46	29	46	41
Aldob	1953	0	0	0	0	0	0	0	0	0	0	0	0
2810432L12Rik	2983	0	0	0	0	0	0	0	0	2	0	0	1
Rnf20	4312	305	257	390	342	388	338	459	206	510	231	354	360
Grin3a	3348	0	1	0	0	2	0	0	0	0	0	0	0
Ppp3r2	2985	0	0	0	0	0	0	0	0	0	0	0	0
Cylc2	1297	0	1	1	0	0	0	0	0	0	0	0	0
C630028M04Rik	3387	0	0	0	0	0	0	0	0	0	0	0	0
2700081L22Rik	626	1	0	0	0	0	0	0	0	4	0	0	0
Smc2	5322	99	94	85	49	60	38	162	47	73	51	85	92
4930547C10Rik	2401	0	0	0	0	0	0	0	0	0	0	0	0
4930552N02Rik	1188	0	0	0	0	0	0	0	0	0	0	0	0
Olfr275	960	0	0	0	0	0	0	0	0	0	0	0	0
Olfr273	954	0	0	0	0	0	0	0	0	0	0	0	0
Olfr272	960	0	0	0	0	0	0	0	0	0	0	0	0
Olfr270	939	0	0	0	0	0	0	0	0	0	0	0	0
Nipsnap3a	1099	0	0	0	0	0	0	0	0	0	0	0	0
Nipsnap3b	1507	128	153	162	146	157	137	212	71	173	132	215	152
Abca1	10260	3326	2808	3071	3066	5905	4024	6288	2686	4952	3259	3785	3931
4930522O17Rik	452	0	0	0	0	1	0	0	0	0	0	3	0
AI427809	2277	24	10	23	14	20	14	0	11	33	8	8	14
Slc44a1	3278	262	120	218	164	286	158	364	140	309	189	269	247
LOC100861652	874	0	0	0	0	0	0	0	0	2	0	2	0
Fsd1l	9193	61	87	68	54	81	74	102	33	126	78	91	83
Fktn	3382	58	48	54	54	63	47	87	42	82	43	64	51
Tal2	1144	0	0	0	2	0	0	18	0	0	0	3	1
Gm12471	720	0	0	0	0	0	0	0	0	0	0	0	0
Tmem38b	2861	332	294	360	270	300	285	785	195	523	286	460	371
Zfp462	10496	202	219	328	296	336	224	228	119	362	246	232	324
Gm19609	1019	5	3	14	13	11	17	6	5	25	15	11	20
Gm12508	629	0	0	2	0	1	0	4	2	1	2	0	0
Rad23b	3811	434	446	680	505	511	383	703	309	670	377	490	581
Gm12505	757	0	0	0	0	0	0	0	0	0	0	0	1
Klf4	3044	18	8	44	60	31	26	45	9	43	12	21	25
Actl7b	1421	0	1	0	0	1	0	0	0	0	0	0	0
Actl7a	1504	0	0	0	0	0	0	0	0	0	0	0	0
Ikbkap	6160	143	145	204	142	153	153	354	91	221	158	176	194
BC026590	4299	55	43	64	61	81	55	53	34	89	66	83	60
Ctnnal1	3687	2	2	3	1	0	5	2	1	1	0	1	1
D730040F13Rik	6895	194	143	230	176	213	169	265	108	243	131	180	220
Mir32	70	0	0	0	0	1	0	0	0	0	0	0	0
6430704M03Rik	3854	0	0	0	0	0	0	0	0	0	0	0	0
Epb4.1l4b	2966	0	0	2	2	1	0	0	0	0	0	0	0
Gm12530	1759	0	0	0	0	0	0	0	0	0	0	0	0
Ptpn3	6369	19	23	22	34	22	19	53	10	38	11	27	37
1700042G15Rik	2030	0	0	0	0	0	0	0	0	0	0	0	0
Gm12538	699	0	1	0	0	0	0	0	0	0	0	0	0
Palm2	8213	0	0	0	0	1	0	0	0	0	0	0	0
Gm12526	2014	0	0	0	0	0	0	0	0	0	0	0	0
Akap2	6869	72	59	102	104	97	48	100	34	116	82	95	102
D630039A03Rik	2896	0	0	0	0	0	0	0	0	0	0	0	0
Txn1	1051	1679	1677	2553	2077	1995	1796	2801	1309	2229	1377	2309	2069
Txndc8	618	0	0	0	0	0	0	0	0	0	0	0	0
Svep1	11275	1	5	2	3	13	4	18	3	1	0	1	0
Musk	3659	0	0	0	0	0	0	0	0	0	0	0	0
Lpar1	3522	13	4	19	11	5	9	0	0	4	5	8	5
Mir3095	87	0	0	0	0	0	0	0	0	0	0	0	0
Olfr267	942	0	0	0	0	0	0	0	2	0	0	0	1
AI314180	5902	670	753	1086	1161	1092	867	1450	513	1403	758	1132	1196
Zkscan16	2794	1	0	0	0	0	0	0	0	0	0	0	0
Ptgr1	2104	363	388	546	493	682	421	807	382	635	427	571	580
Dnajc25	1827	48	46	38	43	62	35	122	38	85	32	79	60
Gng10	1120	326	241	305	227	267	220	638	209	540	286	460	368
AI481877	4550	0	0	0	0	1	0	1	0	0	0	0	0
Ugcg	3719	368	415	655	539	513	517	968	290	933	520	710	830
Susd1	3295	13	5	15	6	10	8	11	14	20	2	8	8
Rod1	6889	1246	1154	1505	1246	1654	1351	2309	941	2023	1219	1573	1633
Hsdl2	2616	71	49	66	64	55	58	102	40	60	61	45	65
E130308A19Rik	5044	15	20	38	24	36	16	26	6	45	21	20	28
1110054O05Rik	3221	74	92	130	101	120	82	142	58	113	76	124	101
Snx30	7507	246	248	309	276	256	239	296	162	374	210	306	282
Slc46a2	2060	0	0	0	0	0	0	0	0	0	0	0	0
Mup4	875	0	0	0	0	0	0	0	0	0	0	0	0
Mup6	540	0	0	0	0	0	0	0	0	0	0	0	0
Mup7	1033	0	0	0	0	0	0	0	0	0	0	0	0
Mup2	1014	0	0	0	0	0	0	0	0	0	0	0	0
Mup8	986	0	0	0	0	0	0	0	0	0	0	0	0
Mup9	720	0	0	0	0	0	0	0	0	0	0	0	0
Mup1	1091	0	0	0	0	0	0	0	0	0	0	0	0
Mup10	883	0	0	0	0	0	0	0	0	0	0	0	0
Mup11	914	0	0	0	0	0	0	0	0	0	0	0	0
Mup12	883	0	0	0	0	0	0	0	0	0	0	0	0
LOC100861909	1141	0	0	0	0	0	0	0	0	0	0	0	0
Mup13	984	0	0	0	0	0	0	0	0	0	0	0	0
Mup14	926	0	0	0	0	0	0	0	0	0	0	0	0
Mup15	889	0	0	0	0	0	0	0	0	0	0	0	0
Mup-ps12	835	0	0	0	0	0	0	0	0	0	0	0	0
Mup16	882	0	0	0	0	0	0	0	0	0	0	0	0
Mup17	886	0	0	0	0	0	0	0	0	0	0	0	0
LOC100048884	888	0	0	0	0	0	0	0	0	0	0	0	0
Mup19	878	0	0	0	0	0	0	0	0	0	0	0	0
Mup5	872	0	0	0	0	0	0	0	0	0	0	0	0
Mup20	887	0	0	0	0	0	0	0	0	0	0	0	0
Mup3	908	0	0	0	0	0	0	0	0	0	0	0	0
Mup21	755	0	0	0	0	0	0	0	0	0	0	0	0
Zfp37	3579	3	2	3	1	4	4	8	2	6	11	4	2
Slc31a2	1824	1525	1188	1929	1376	1344	1194	1901	846	1816	1010	1658	1623
Fkbp15	4342	622	466	819	594	709	561	808	381	892	526	655	662
Slc31a1	3744	826	704	1683	1168	1008	1008	1368	525	1393	693	1184	1040
Cdc26	794	69	56	121	97	90	62	139	54	131	56	113	80
Prpf4	5237	71	75	120	103	112	71	161	51	136	63	85	106
Rnf183	1404	2	0	1	0	0	0	0	0	0	0	0	0
Wdr31	1325	0	0	0	0	4	1	14	0	0	1	0	1
Bspry	1743	1	0	0	0	0	0	0	0	0	0	2	0
Hdhd3	1083	13	11	13	30	21	14	40	6	18	8	12	24
Alad	1350	74	77	113	112	93	91	86	56	129	85	119	142
Pole3	602	38	19	23	30	49	26	59	17	33	32	29	41
4933430I17Rik	1783	37	20	42	18	10	10	62	10	58	21	60	40
Rgs3	7301	24	21	33	19	29	28	68	11	52	25	41	31
Zfp618	2868	0	1	2	1	3	0	0	1	3	0	1	1
Ambp	1233	0	0	0	0	1	1	5	1	0	0	0	0
Kif12	2250	0	0	0	0	0	0	0	0	0	0	0	0
Col27a1	7635	5	6	3	14	15	11	6	2	5	7	5	6
Mir455	82	0	0	0	0	0	0	0	0	0	0	0	0
Orm1	768	53	12	75	10	11	5	16	6	23	12	18	13
Orm3	773	0	0	0	0	0	1	0	0	0	0	0	0
Orm2	774	4	0	3	0	0	0	0	3	0	0	0	0
Akna	5476	344	325	450	317	408	409	705	178	492	286	379	407
4933437N03Rik	1104	0	2	1	0	0	0	0	0	0	0	0	0
Whrn	4805	1	0	3	4	4	1	3	1	7	2	4	2
Atp6v1g1	1093	535	405	738	501	509	439	861	344	715	412	699	581
Gm11483	687	0	1	0	0	1	0	0	2	2	0	8	0
6330416G13Rik	3630	192	139	274	188	213	173	230	104	348	151	194	227
Gm11213	684	0	0	0	0	0	0	0	0	0	0	0	0
1700018C11Rik	671	0	0	0	0	0	0	0	0	0	0	0	0
Tnfsf15	5828	9	23	34	77	35	48	47	10	101	20	61	63
Tnfsf8	2228	0	0	0	2	0	0	0	0	0	0	0	0
Tnc	7100	10	13	40	120	24	58	56	9	27	8	36	35
8030451A03Rik	2618	0	0	1	0	0	0	0	0	0	0	0	0
Pappa	11027	0	0	1	2	0	1	0	0	0	1	0	0
Astn2	4831	11	10	5	2	13	4	25	5	8	12	8	8
Trim32	3196	50	40	46	48	49	48	36	27	68	37	35	42
Tlr4	3847	394	479	494	387	554	451	843	270	634	309	401	500
Dbc1	3354	0	0	0	0	1	0	0	0	4	0	0	1
Cdk5rap2	5603	291	288	455	438	483	324	461	194	558	287	387	416
Megf9	3062	31	20	29	32	43	30	0	11	32	15	20	29
Tle1	4369	22	26	29	36	22	18	59	6	46	15	28	38
C630043F03Rik	2687	0	0	0	2	0	2	0	0	0	0	3	0
Aldoart1	2052	0	0	0	0	0	0	1	0	0	0	0	0
Gm11487	1323	0	0	0	0	0	0	0	0	0	0	0	0
Gm11237	1237	0	0	0	0	0	0	0	0	0	0	0	0
Gm11236	1237	0	0	0	0	0	0	0	0	0	0	0	0
LOC100862015	1237	0	0	0	0	0	0	0	0	0	0	0	0
LOC100502896	1116	0	0	0	0	0	0	0	0	0	0	0	0
LOC100502924	1237	0	0	0	0	0	0	0	0	0	0	0	0
Gm428	1325	0	0	0	0	0	0	0	0	0	0	0	0
Rasef	5183	0	0	0	0	0	0	0	0	0	0	0	0
Gm11240	759	0	0	0	0	0	0	0	0	0	0	0	0
Gm11758	936	0	0	0	0	0	0	0	0	0	0	0	0
Gm11757	1324	0	0	0	0	0	0	0	0	0	0	0	0
Gm13871	1325	0	0	0	0	0	0	0	0	0	0	0	0
Gm11756	1312	0	0	0	0	0	0	0	0	0	0	0	0
2310002L09Rik	2158	0	0	0	0	0	0	0	0	0	0	0	0
Frmd3	4203	0	0	0	0	0	1	0	0	0	0	0	0
Kdm4c	4401	146	158	230	196	223	150	352	107	284	128	178	190
3110001D03Rik	722	42	56	42	26	51	49	122	41	59	39	46	54
Ptprd	8504	0	1	3	0	0	0	0	0	0	0	0	2
LOC100046763	2065	0	0	0	0	0	0	0	0	0	0	0	0
Tyrp1	2720	0	0	0	0	0	0	0	0	0	0	0	0
D4Bwg0951e	1699	0	0	0	0	0	0	0	0	0	0	0	0
Mpdz	7515	4	3	4	4	6	1	9	4	6	5	1	6
Gm5860	1078	0	0	0	0	0	0	0	0	0	0	0	0
Nfib	8770	5	5	5	5	4	5	13	9	19	9	5	9
2310067E19Rik	3330	0	0	0	0	0	1	0	0	1	0	0	1
Zdhhc21	8751	211	185	321	258	362	258	411	127	327	178	255	319
Cer1	1742	0	0	0	0	0	0	0	0	0	0	0	0
Frem1	9581	0	0	0	0	0	0	0	0	0	0	0	0
Ttc39b	8764	261	294	498	511	554	465	474	163	548	263	391	442
Gm11413	1461	0	0	0	0	0	0	0	0	0	0	0	0
Snapc3	1385	72	53	87	57	97	51	99	57	89	59	96	71
Psip1	3182	113	92	352	347	198	181	253	96	340	123	195	278
